rank	name	version	summary	uploaded_via	upload_time	filename	recent_7d_downloads	github_url	verdict
265	asgiref	3.11.1	ASGI specs, helper code, and adapters	twine/6.1.0 CPython/3.11.9	2026-02-03T13:30:14.330676	asgiref-3.11.1.tar.gz	10095346	https://github.com/django/asgiref	notp
266	mcp	1.26.0	Model Context Protocol SDK	twine/6.1.0 CPython/3.13.7	2026-01-24T19:40:32.468833	mcp-1.26.0.tar.gz	11103690	https://github.com/modelcontextprotocol/python-sdk	tp
267	nest-asyncio	1.6.0	Patch asyncio to allow nested event loops	twine/4.0.2 CPython/3.12.1	2024-01-21T14:25:19.227547	nest_asyncio-1.6.0.tar.gz	20227900	https://github.com/erdewit/nest_asyncio	notp
268	langchain-core	1.2.14	Building applications with LLMs through composability	twine/6.1.0 CPython/3.13.7	2026-02-19T14:22:33.514933	langchain_core-1.2.14.tar.gz	1894883	https://github.com/langchain-ai/langchain	tp
269	sentry-sdk	2.53.0	Python client for Sentry (https://sentry.io)	twine/6.1.0 CPython/3.11.2	2026-02-16T11:11:14.743930	sentry_sdk-2.53.0.tar.gz	6396190	https://github.com/getsentry/sentry-python	notp
270	grpc-google-iam-v1	0.14.3	IAM API client library	twine/6.1.0 CPython/3.11.2	2025-10-15T21:14:53.318344	grpc_google_iam_v1-0.14.3.tar.gz	13443497	https://github.com/googleapis/google-cloud-python	tp
271	isort	8.0.0	A Python utility / library to sort Python imports.	twine/6.1.0 CPython/3.13.7	2026-02-19T16:31:59.716588	isort-8.0.0.tar.gz	1577735	https://github.com/PyCQA/isort	notp
272	requests-aws4auth	1.3.1	AWS4 authentication for Requests	twine/5.1.1 CPython/3.12.4	2024-07-21T21:29:15.383183	requests_aws4auth-1.3.1.tar.gz	22382987	https://github.com/tedder/requests-aws4auth	notp
273	markdown	3.10.2	Python implementation of John Gruber's Markdown.	twine/6.1.0 CPython/3.12.8	2026-02-09T14:57:26.942957	markdown-3.10.2.tar.gz	0	https://github.com/Python-Markdown/markdown	notp
274	webencodings	0.5.1	Character encoding aliases for legacy web content		2017-04-05T20:21:34.189869	webencodings-0.5.1.tar.gz	19784087	https://github.com/SimonSapin/python-webencodings	notp
275	httpx-sse	0.4.3	Consume Server-Sent Event (SSE) messages with HTTPX.	twine/6.2.0 CPython/3.13.7	2025-10-10T21:48:22.271822	httpx_sse-0.4.3.tar.gz	15213015	https://github.com/florimondmanca/httpx-sse	notp
276	dbt-core	1.11.6	With dbt, data analysts and engineers can build analytics the way engineers build applications.	twine/6.1.0 CPython/3.12.9	2026-02-17T22:23:52.576260	dbt_core-1.11.6.tar.gz	1024414	https://github.com/dbt-labs/dbt-core	notp
277	stack-data	0.6.3	Extract data from python stack frames and tracebacks for informative displays	twine/4.0.2 CPython/3.11.5	2023-09-30T13:58:05.479746	stack_data-0.6.3.tar.gz	19553855	https://github.com/alexmojaki/stack_data	notp
278	sse-starlette	3.2.0	SSE plugin for Starlette	twine/6.2.0 CPython/3.13.11	2026-01-17T13:11:05.620707	sse_starlette-3.2.0.tar.gz	11526641	https://github.com/sysid/sse-starlette	notp
279	pure-eval	0.2.3	Safely evaluate AST nodes without side effects	twine/5.1.1 CPython/3.12.3+	2024-07-21T12:58:21.801290	pure_eval-0.2.3.tar.gz	19074547	https://github.com/alexmojaki/pure_eval	notp
280	cachecontrol	0.14.4	httplib2 caching for requests	twine/6.1.0 CPython/3.13.7	2025-11-14T04:32:13.138623	cachecontrol-0.14.4.tar.gz	0	https://github.com/psf/cachecontrol	tp
281	grpcio-health-checking	1.78.1	Standard Health Checking Service for gRPC	twine/6.2.0 CPython/3.13.11	2026-02-20T01:21:47.791539	grpcio_health_checking-1.78.1.tar.gz	278391		notp
282	opentelemetry-exporter-prometheus	0.60b1	Prometheus Metric Exporter for OpenTelemetry	twine/6.2.0 CPython/3.9.25	2025-12-11T13:32:42.944438	opentelemetry_exporter_prometheus-0.60b1.tar.gz	2342023	https://github.com/open-telemetry/opentelemetry-python	notp
283	google-cloud-batch	0.20.0	Google Cloud Batch API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:14:27.616797	google_cloud_batch-0.20.0.tar.gz	815437	https://github.com/googleapis/google-cloud-python	tp
284	pytest-xdist	3.8.0	pytest xdist plugin for distributed testing, most importantly across multiple CPUs	twine/6.1.0 CPython/3.12.8	2025-07-01T13:30:59.346894	pytest_xdist-3.8.0.tar.gz	13289058	https://github.com/pytest-dev/pytest-xdist	tp
285	aliyun-python-sdk-core	2.16.0	The core module of Aliyun Python SDK.	twine/4.0.2 CPython/3.11.2	2024-10-09T06:01:01.762211	aliyun-python-sdk-core-2.16.0.tar.gz	833862	https://github.com/aliyun/aliyun-openapi-python-sdk	notp
286	pymongo	4.16.0	PyMongo - the Official MongoDB Python driver	twine/6.1.0 CPython/3.13.7	2026-01-07T18:05:48.107072	pymongo-4.16.0.tar.gz	7062164	https://github.com/mongodb/mongo-python-driver	tp
287	execnet	2.1.2	execnet: rapid multi-Python deployment	twine/6.1.0 CPython/3.13.7	2025-11-12T09:56:37.750774	execnet-2.1.2.tar.gz	14646103		tp
288	awswrangler	3.15.1	Pandas on AWS.	twine/6.1.0 CPython/3.13.7	2026-02-05T16:11:27.324157	awswrangler-3.15.1.tar.gz	2374016	https://github.com/aws/aws-sdk-pandas	tp
289	ply	3.11	Python Lex & Yacc		2018-02-15T19:01:31.097641	ply-3.11.tar.gz	20407702		notp
290	typing-inspect	0.9.0	Runtime inspection utilities for typing module.	twine/3.1.1 pkginfo/1.4.2 requests/2.22.0 setuptools/65.0.2 requests-toolbelt/0.8.0 tqdm/4.30.0 CPython/3.8.10	2023-05-24T20:25:47.612134	typing_inspect-0.9.0.tar.gz	17655154	https://github.com/ilevkivskyi/typing_inspect	notp
291	databricks-sdk	0.91.0	Databricks SDK for Python (Beta)	twine/6.1.0 CPython/3.13.7	2026-02-19T08:22:21.415745	databricks_sdk-0.91.0.tar.gz	2002655		tp
292	authlib	1.6.8	The ultimate Python library in building OAuth and OpenID Connect servers and clients.	twine/6.1.0 CPython/3.13.7	2026-02-14T04:02:17.941094	authlib-1.6.8.tar.gz	0	https://github.com/authlib/authlib	tp
293	debugpy	1.8.20	An implementation of the Debug Adapter Protocol for Python	RestSharp/106.13.0.0	2026-01-29T23:04:17.404487	debugpy-1.8.20-py2.py3-none-any.whl	10453471	https://github.com/microsoft/debugpy	notp
294	litellm	1.81.13	Library to easily interface with LLM API providers	twine/6.1.0 CPython/3.8.20	2026-02-17T02:00:47.466724	litellm-1.81.13.tar.gz	2932159	https://github.com/BerriAI/litellm	tp
295	google-analytics-admin	0.27.0	Google Analytics Admin API client library	twine/6.2.0 CPython/3.11.2	2026-01-15T13:15:19.715542	google_analytics_admin-0.27.0.tar.gz	1272889	https://github.com/googleapis/google-cloud-python	tp
296	watchdog	6.0.0	Filesystem events monitoring	twine/5.1.1 CPython/3.12.7	2024-11-01T14:07:13.037659	watchdog-6.0.0.tar.gz	14790435	https://github.com/gorakhargosh/watchdog	notp
297	termcolor	3.3.0	ANSI color formatting for output in terminal	twine/6.1.0 CPython/3.13.7	2025-12-29T12:55:21.882581	termcolor-3.3.0.tar.gz	9077081	https://github.com/termcolor/termcolor	tp
298	pymysql	1.1.2	Pure Python MySQL Driver	uv/0.8.12	2025-08-24T12:55:55.146536	pymysql-1.1.2.tar.gz	0	https://github.com/PyMySQL/PyMySQL	notp
299	aioitertools	0.13.0	itertools and builtins for AsyncIO and mixed iterables	twine/6.1.0 CPython/3.13.7	2025-11-06T22:17:07.609623	aioitertools-0.13.0.tar.gz	13690413	https://github.com/omnilib/aioitertools	tp
300	typedload	2.40	Load and dump data from json-like format into typed data structures	twine/6.2.0 CPython/3.13.12	2026-02-11T08:37:17.445013	typedload-2.40.tar.gz	1442		notp
301	pkginfo	1.12.1.2	Query metadata from sdists / bdists / installed packages.	twine/5.1.0 CPython/3.12.4	2025-02-19T15:27:37.188860	pkginfo-1.12.1.2.tar.gz	17010009		notp
302	xxhash	3.6.0	Python binding for xxHash	twine/6.1.0 CPython/3.13.7	2025-10-02T14:37:08.097073	xxhash-3.6.0.tar.gz	15500925	https://github.com/ifduyue/python-xxhash	tp
303	dulwich	1.1.0	Python Git Library	twine/6.1.0 CPython/3.13.7	2026-02-17T21:20:05.388203	dulwich-1.1.0.tar.gz	4416918	https://github.com/dulwich/dulwich	tp
304	pyzmq	27.1.0	Python bindings for 0MQ	twine/6.1.0 CPython/3.13.7	2025-09-08T23:10:18.157748	pyzmq-27.1.0.tar.gz	13513603	https://github.com/zeromq/pyzmq	tp
305	mccabe	0.7.0	McCabe checker, plugin for flake8	twine/3.7.1 importlib_metadata/4.10.1 pkginfo/1.8.2 requests/2.27.1 requests-toolbelt/0.9.1 tqdm/4.62.3 CPython/3.10.1	2022-01-24T01:14:51.113403	mccabe-0.7.0.tar.gz	16011895	https://github.com/pycqa/mccabe	notp
306	installer	0.7.0	A library for installing Python wheels.	python-requests/2.28.1	2023-03-17T20:39:38.871069	installer-0.7.0.tar.gz	16473671	https://github.com/pypa/installer	tp
307	dbt-adapters	1.22.6	The set of adapter protocols and base functionality that supports integration with dbt-core	twine/6.1.0 CPython/3.13.7	2026-02-17T20:27:21.673358	dbt_adapters-1.22.6.tar.gz	1642625	https://github.com/dbt-labs/dbt-adapters	tp
308	ruamel-yaml-clib	0.2.15	C version of reader, parser and emitter for ruamel.yaml derived from libyaml	twine/6.2.0 CPython/3.10.5	2025-11-16T20:22:56.840391	ruamel_yaml_clib-0.2.15-cp39-cp39-musllinux_1_2_i686.whl	0		notp
309	typer-slim	0.24.0	Typer, build great CLIs. Easy to code. Based on Python type hints.	"uv/0.10.3 {""installer"":{""name"":""uv"",""version"":""0.10.3"",""subcommand"":[""publish""]},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""Ubuntu"",""version"":""24.04"",""id"":""noble"",""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":true}"	2026-02-16T22:08:51.200704	typer_slim-0.24.0.tar.gz	9575090	https://github.com/fastapi/typer	tp
310	h2	4.3.0	Pure-Python HTTP/2 protocol implementation	twine/6.1.0 CPython/3.9.21	2025-08-23T18:12:19.778573	h2-4.3.0.tar.gz	15162530	https://github.com/python-hyper/h2	notp
311	hyperframe	6.1.0	Pure-Python HTTP/2 framing	twine/5.1.1 CPython/3.9.21	2025-01-22T21:41:49.302049	hyperframe-6.1.0.tar.gz	16278385	https://github.com/python-hyper/hyperframe	notp
312	pytest-mock	3.15.1	Thin-wrapper around the mock package for easier use with pytest	twine/6.1.0 CPython/3.13.7	2025-09-16T16:37:27.081129	pytest_mock-3.15.1.tar.gz	10904952	https://github.com/pytest-dev/pytest-mock	tp
313	hpack	4.1.0	Pure-Python HPACK header encoding	twine/5.1.1 CPython/3.9.21	2025-01-22T21:44:58.347520	hpack-4.1.0.tar.gz	16447257	https://github.com/python-hyper/hpack	notp
314	events	0.5	Bringing the elegance of C# EventHandler to Python	twine/4.0.2 CPython/3.11.3	2023-07-31T08:23:13.645398	Events-0.5-py3-none-any.whl	0	https://github.com/pyeve/events	notp
315	torch	2.10.0	Tensors and Dynamic neural networks in Python with strong GPU acceleration	twine/6.2.0 CPython/3.11.6	2026-02-10T21:44:59.189053	torch-2.10.0-2-cp310-none-macosx_11_0_arm64.whl	7886822	https://github.com/pytorch/pytorch	notp
316	msrest	0.7.1	AutoRest swagger generator Python client runtime.	twine/4.0.1 CPython/3.8.10	2022-06-13T22:41:25.111014	msrest-0.7.1.zip	15949002	https://github.com/Azure/msrest-for-python	notp
317	pycryptodome	3.23.0	Cryptographic library for Python	twine/6.1.0 CPython/3.13.2	2025-05-17T17:21:45.242729	pycryptodome-3.23.0.tar.gz	12169749	https://github.com/Legrandin/pycryptodome	notp
318	pandas-stubs	3.0.0.260204	Type annotations for pandas	twine/6.2.0 CPython/3.11.14	2026-02-04T15:17:17.247275	pandas_stubs-3.0.0.260204.tar.gz	1721289	https://github.com/pandas-dev/pandas-stubs	notp
319	jsonpath-ng	1.7.0	A final implementation of JSONPath for Python that aims to be standard compliant, including arithmetic and binary comparison operators and providing clear AST for metaprogramming.	twine/4.0.2 CPython/3.9.0	2024-11-20T17:58:30.418414	jsonpath_ng-1.7.0-py3-none-any.whl	14556211	https://github.com/h2non/jsonpath-ng	notp
320	poetry	2.3.2	Python dependency management and packaging made easy.	twine/6.1.0 CPython/3.13.7	2026-02-01T15:40:54.822782	poetry-2.3.2.tar.gz	7013398	https://github.com/python-poetry/poetry	tp
321	dbt-common	1.34.1	The shared common utilities that dbt-core and adapter implementations use	twine/6.1.0 CPython/3.13.7	2026-01-06T20:12:57.834655	dbt_common-1.34.1.tar.gz	571300	https://github.com/dbt-labs/dbt-common	tp
322	lz4	4.4.5	LZ4 Bindings for Python	twine/6.1.0 CPython/3.13.7	2025-11-03T13:02:36.061015	lz4-4.4.5.tar.gz	10184642	https://github.com/python-lz4/python-lz4	notp
323	dataclasses-json	0.6.7	Easily serialize dataclasses to and from JSON.	twine/5.0.0 CPython/3.12.4	2024-06-09T16:20:19.103848	dataclasses_json-0.6.7.tar.gz	11255190	https://github.com/lidatong/dataclasses-json	tp
324	pycodestyle	2.14.0	Python style guide checker	twine/5.0.0 CPython/3.12.3	2025-06-20T18:49:48.750360	pycodestyle-2.14.0.tar.gz	8597539		notp
325	slack-sdk	3.40.1	The Slack API Platform SDK for Python	twine/6.1.0 CPython/3.13.7	2026-02-18T22:11:01.819608	slack_sdk-3.40.1.tar.gz	2197444	https://github.com/slackapi/python-slack-sdk	tp
326	requests-file	3.0.1	File transport adapter for Requests	twine/6.1.0 CPython/3.13.7	2025-10-20T18:56:42.279232	requests_file-3.0.1.tar.gz	11636665		notp
327	langsmith	0.7.6	Client library to connect to the LangSmith Observability and Evaluation Platform.	twine/6.1.0 CPython/3.13.7	2026-02-21T01:26:34.296920	langsmith-0.7.6.tar.gz	538832	https://github.com/langchain-ai/langsmith-sdk	tp
328	cattrs	26.1.0	Composable complex class support for attrs and dataclasses.	twine/6.1.0 CPython/3.13.7	2026-02-18T22:15:19.406296	cattrs-26.1.0.tar.gz	2639041	https://github.com/python-attrs/cattrs	tp
329	crashtest	0.4.1	Manage Python errors with ease	poetry/1.2.2 CPython/3.7.15 Linux/5.15.0-1022-azure	2022-11-02T21:15:13.722530	crashtest-0.4.1.tar.gz	14940621	https://github.com/sdispater/crashtest	notp
330	pendulum	3.2.0	Python datetimes made easy	twine/6.1.0 CPython/3.13.7	2026-01-30T11:22:24.093403	pendulum-3.2.0.tar.gz	6914877	https://github.com/sdispater/pendulum	tp
331	croniter	6.0.0	croniter provides iteration for datetime object with cron like format	twine/5.1.1 CPython/3.12.3	2024-12-17T17:17:47.320146	croniter-6.0.0.tar.gz	9920552	https://github.com/kiorky/croniter	tp
332	notebook	7.5.3	Jupyter Notebook - A web-based notebook environment for interactive computing	twine/6.2.0 CPython/3.12.12	2026-01-26T07:28:36.605416	notebook-7.5.3.tar.gz	4730920	https://github.com/jupyter/notebook	tp
333	jupyter-core	5.9.1	Jupyter core package. A base package on which Jupyter projects rely.	twine/6.2.0 CPython/3.12.11	2025-10-16T19:19:18.444575	jupyter_core-5.9.1.tar.gz	10255509	https://github.com/jupyter/jupyter_core	tp
334	arrow	1.4.0	Better dates & times for Python	python-requests/2.32.5	2025-10-18T17:46:46.761994	arrow-1.4.0.tar.gz	10833694	https://github.com/arrow-py/arrow	notp
335	rfc3339-validator	0.1.4	A pure python RFC3339 validator	twine/1.14.0 pkginfo/1.7.0 requests/2.25.1 setuptools/54.2.0 requests-toolbelt/0.9.1 tqdm/4.59.0 CPython/3.6.9	2021-05-12T16:37:54.178122	rfc3339_validator-0.1.4.tar.gz	15115878	https://github.com/naimetti/rfc3339-validator	notp
336	argcomplete	3.6.3	Bash tab completion for argparse	twine/6.1.0 CPython/3.13.7	2025-10-20T03:33:34.741874	argcomplete-3.6.3.tar.gz	9797587	https://github.com/kislyuk/argcomplete	tp
337	snowflake-sqlalchemy	1.8.2	Snowflake SQLAlchemy Dialect	twine/6.1.0 CPython/3.13.7	2025-12-10T08:33:49.116612	snowflake_sqlalchemy-1.8.2.tar.gz	4969286	https://github.com/snowflakedb/snowflake-sqlalchemy	notp
338	deepdiff	8.6.1	Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.	python-requests/2.32.3	2025-09-03T19:40:41.461302	deepdiff-8.6.1.tar.gz	9096665	https://github.com/seperman/deepdiff	notp
339	datadog	0.52.1	The Datadog Python library	twine/6.0.1 CPython/3.9.23	2025-07-31T15:49:43.425082	datadog-0.52.1.tar.gz	4844176	https://github.com/DataDog/datadogpy	tp
340	multiprocess	0.70.19	better multiprocessing and multithreading in Python	twine/5.0.0 CPython/3.13.11	2026-01-19T06:47:39.744478	multiprocess-0.70.19.tar.gz	2888549	https://github.com/uqfoundation/multiprocess	notp
341	pygithub	2.8.1	Use the full Github API v3	twine/6.1.0 CPython/3.12.3	2025-09-02T17:41:54.674292	pygithub-2.8.1.tar.gz	0	https://github.com/pygithub/pygithub	notp
342	cleo	2.2.1	Cleo allows you to create beautiful and testable command-line interfaces.	twine/5.0.0 CPython/3.12.7	2024-11-18T13:58:35.563633	cleo-2.2.1.tar.gz	3074	https://github.com/python-poetry/cleo	tp
343	invoke	2.2.1	Pythonic task execution	twine/6.1.0 CPython/3.8.20	2025-10-11T00:36:35.172573	invoke-2.2.1.tar.gz	13024057	https://github.com/pyinvoke/invoke	notp
344	ipykernel	7.2.0	IPython Kernel for Jupyter	twine/6.2.0 CPython/3.12.12	2026-02-06T16:43:27.403097	ipykernel-7.2.0.tar.gz	6506821	https://github.com/ipython/ipykernel	tp
345	future	1.0.0	Clean single-source support for Python 3 and 2	twine/5.0.0 CPython/3.11.7	2024-02-21T11:52:38.461835	future-1.0.0.tar.gz	12485417	https://github.com/PythonCharmers/python-future	notp
346	semver	3.0.4	Python helper for Semantic Versioning (https://semver.org)	twine/4.0.2 CPython/3.13.1	2025-01-24T13:19:27.617118	semver-3.0.4.tar.gz	12150646	https://github.com/python-semver/python-semver	notp
347	shapely	2.1.2	Manipulation and analysis of geometric objects	twine/6.1.0 CPython/3.13.7	2025-09-24T13:51:41.432307	shapely-2.1.2.tar.gz	7530299	https://github.com/shapely/shapely	notp
348	wsproto	1.3.2	Pure-Python WebSocket protocol implementation	"uv/0.9.10 {""installer"":{""name"":""uv"",""version"":""0.9.10""},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""macOS"",""version"":null,""id"":null,""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":null}"	2025-11-20T18:18:01.871801	wsproto-1.3.2.tar.gz	8308743	https://github.com/python-hyper/wsproto	notp
349	azure-common	1.1.28	Microsoft Azure Client Library for Python (Common)	twine/3.8.0 pkginfo/1.8.2 readme-renderer/32.0 requests/2.27.1 requests-toolbelt/0.9.1 urllib3/1.26.8 tqdm/4.62.3 importlib-metadata/4.10.1 keyring/23.5.0 rfc3986/2.0.0 colorama/0.4.4 CPython/3.10.2	2022-02-03T19:39:44.373561	azure-common-1.1.28.zip	14394515	https://github.com/Azure/azure-sdk-for-python	notp
350	tree-sitter	0.25.2	Python bindings to the Tree-sitter parsing library	twine/6.1.0 CPython/3.13.7	2025-09-25T17:37:59.751351	tree-sitter-0.25.2.tar.gz	2371290	https://github.com/tree-sitter/py-tree-sitter	notp
351	smart-open	7.5.0	Utils for streaming large files (S3, HDFS, GCS, SFTP, Azure Blob Storage, gzip, bz2, zst...)	twine/6.1.0 CPython/3.13.7	2025-11-08T21:38:40.698653	smart_open-7.5.0.tar.gz	9169087	https://github.com/piskvorky/smart_open	tp
352	tinycss2	1.5.1	A tiny CSS parser	twine/6.1.0 CPython/3.13.7	2025-11-23T10:29:10.082039	tinycss2-1.5.1.tar.gz	3029202	https://github.com/Kozea/tinycss2	tp
353	poetry-plugin-export	1.10.0	Poetry plugin to export the dependencies to various formats	twine/6.1.0 CPython/3.13.7	2026-01-18T14:55:24.186070	poetry_plugin_export-1.10.0.tar.gz	2869614	https://github.com/python-poetry/poetry-plugin-export	tp
354	jupyter-client	8.8.0	Jupyter protocol implementation and client libraries	twine/6.2.0 CPython/3.12.12	2026-01-08T13:55:47.938119	jupyter_client-8.8.0.tar.gz	8526475	https://github.com/jupyter/jupyter_client	tp
355	safetensors	0.3.3	Fast and Safe Tensor serialization	twine/4.0.2 CPython/3.10.12	2023-08-28T10:18:45.046607	safetensors-0.3.3-cp39-cp39-manylinux_2_17_s390x.manylinux2014_s390x.whl	20208	https://github.com/huggingface/safetensors	notp
356	databricks-sql-connector	4.2.5	Databricks SQL Connector for Python	poetry/2.2.1 CPython/3.9.25 Linux/6.11.0-1018-azure	2026-02-09T11:26:29.762720	databricks_sql_connector-4.2.5.tar.gz	2443191	https://github.com/databricks/databricks-sql-python	notp
357	portalocker	3.2.0	Wraps the portalocker recipe for easy usage	twine/6.1.0 PyPy/7.3.17	2025-06-14T13:20:40.030784	portalocker-3.2.0.tar.gz	7724994	https://github.com/wolph/portalocker	notp
358	comm	0.2.3	Jupyter Python Comm implementation, for usage in ipykernel, xeus-python etc.	twine/6.1.0 CPython/3.12.11	2025-07-25T14:02:04.452146	comm-0.2.3.tar.gz	12245300	https://github.com/ipython/comm	tp
359	loguru	0.7.3	Python logging made (stupidly) simple	twine/5.1.1 CPython/3.12.7	2024-12-06T11:20:56.608146	loguru-0.7.3.tar.gz	12400561		tp
360	mistune	3.2.0	A sane and fast Markdown parser with useful plugins and renderers	twine/6.1.0 CPython/3.13.7	2025-12-23T11:36:34.994861	mistune-3.2.0.tar.gz	10070657	https://github.com/lepture/mistune	tp
361	xlsxwriter	3.2.9	A Python module for creating Excel XLSX files.	twine/6.1.0 CPython/3.13.0	2025-09-16T00:16:21.630181	xlsxwriter-3.2.9.tar.gz	7125200	https://github.com/jmcnamara/XlsxWriter	notp
362	sphinx	9.1.0	Python documentation generator	twine/6.2.0 CPython/3.14.2	2025-12-31T15:09:27.646696	sphinx-9.1.0.tar.gz	0	https://github.com/sphinx-doc/sphinx	tp
363	types-awscrt	0.31.2	Type annotations and code completion for awscrt	twine/6.1.0 CPython/3.13.7	2026-02-16T02:33:53.135571	types_awscrt-0.31.2.tar.gz	5660872	https://github.com/youtype/types-awscrt	tp
364	text-unidecode	1.3	The most basic Text::Unidecode port	twine/1.13.0 pkginfo/1.4.2 requests/2.18.4 setuptools/40.6.3 requests-toolbelt/0.8.0 tqdm/4.23.4 CPython/3.6.1	2019-08-30T21:37:03.543829	text_unidecode-1.3-py2.py3-none-any.whl	14111764	https://github.com/kmike/text-unidecode	notp
365	py	1.11.0	library with cross-python path, ini-parsing, io, code, log facilities	twine/3.5.0 importlib_metadata/4.8.1 pkginfo/1.7.1 requests/2.26.0 requests-toolbelt/0.9.1 tqdm/4.62.3 CPython/3.9.7	2021-11-04T17:17:01.377437	py-1.11.0.tar.gz	13647978		notp
366	botocore-stubs	1.42.41	Type annotations and code completion for botocore	twine/6.1.0 CPython/3.13.7	2026-02-03T20:46:14.479527	botocore_stubs-1.42.41.tar.gz	6854485	https://github.com/youtype/botocore-stubs	tp
367	narwhals	2.16.0	Extremely lightweight compatibility layer between dataframe libraries	twine/6.1.0 CPython/3.13.7	2026-02-02T10:31:00.545318	narwhals-2.16.0.tar.gz	9687721	https://github.com/narwhals-dev/narwhals	tp
368	pysocks	1.7.1	A Python SOCKS client module. See https://github.com/Anorov/PySocks for more information.	twine/1.13.0 pkginfo/1.5.0.1 requests/2.21.0 setuptools/40.8.0 requests-toolbelt/0.9.1 tqdm/4.31.1 CPython/3.7.3	2019-09-20T02:07:35.714783	PySocks-1.7.1.tar.gz	0	https://github.com/Anorov/PySocks	notp
369	simplejson	3.20.2	Simple, fast, extensible JSON encoder/decoder for Python	twine/6.1.0 CPython/3.13.7	2025-09-26T16:29:36.640470	simplejson-3.20.2.tar.gz	8985535	https://github.com/simplejson/simplejson	tp
370	bleach	6.3.0	An easy safelist-based HTML-sanitizing tool.	twine/6.2.0 CPython/3.14.0	2025-10-27T17:57:39.211095	bleach-6.3.0.tar.gz	8827731	https://github.com/mozilla/bleach	notp
371	structlog	25.5.0	Structured Logging for Python	twine/6.1.0 CPython/3.13.7	2025-10-27T08:28:23.028087	structlog-25.5.0.tar.gz	7141973	https://github.com/hynek/structlog	tp
372	backports-tarfile	1.2.0	Backport of CPython tarfile module	twine/5.1.0 CPython/3.12.3	2024-05-28T17:01:54.731337	backports_tarfile-1.2.0.tar.gz	0	https://github.com/jaraco/backports.tarfile	notp
373	scramp	1.4.8	An implementation of the SCRAM protocol.	twine/6.1.0 CPython/3.13.11	2026-01-06T21:01:01.083494	scramp-1.4.8.tar.gz	7709838		notp
374	lark	1.3.1	a modern parsing library	twine/6.2.0 CPython/3.12.4	2025-10-27T18:25:56.653447	lark-1.3.1.tar.gz	9911228	https://github.com/lark-parser/lark	notp
375	nvidia-nccl-cu12	2.29.3	NVIDIA Collective Communication Library (NCCL) Runtime	twine/5.0.0 CPython/3.10.19	2026-02-03T21:11:37.899772	nvidia_nccl_cu12-2.29.3-py3-none-manylinux_2_18_x86_64.whl	2630004		notp
376	jsonschema-path	0.4.1	JSONSchema Spec with object-oriented paths	twine/6.1.0 CPython/3.13.7	2026-02-20T10:09:41.611056	jsonschema_path-0.4.1.tar.gz	1255135	https://github.com/p1c2u/jsonschema-path	tp
377	types-s3transfer	0.16.0	Type annotations and code completion for s3transfer	twine/6.1.0 CPython/3.13.7	2025-12-08T08:13:09.928187	types_s3transfer-0.16.0.tar.gz	7952325	https://github.com/youtype/types-s3transfer	tp
378	python-slugify	8.0.4	A Python slugify application that also handles Unicode	twine/3.4.1 importlib_metadata/6.8.0 pkginfo/1.9.6 requests/2.31.0 requests-toolbelt/1.0.0 tqdm/4.66.1 CPython/3.11.4	2024-02-08T18:32:45.488675	python-slugify-8.0.4.tar.gz	12056682	https://github.com/un33k/python-slugify	notp
379	datasets	4.5.0	HuggingFace community-driven open-source library of datasets	twine/6.1.0 CPython/3.12.2	2026-01-14T18:27:54.297121	datasets-4.5.0.tar.gz	3537521	https://github.com/huggingface/datasets	notp
380	google-cloud-monitoring	2.29.1	Google Cloud Monitoring API client library	twine/6.2.0 CPython/3.11.2	2026-02-05T18:59:13.026536	google_cloud_monitoring-2.29.1.tar.gz	1710540	https://github.com/googleapis/google-cloud-python	tp
381	numba	0.64.0	compiling Python code using LLVM	twine/6.1.0 CPython/3.13.7	2026-02-18T18:41:20.974750	numba-0.64.0.tar.gz	2513708		tp
382	boto3-stubs	1.42.54	Type annotations for boto3 1.42.54 generated with mypy-boto3-builder 8.12.0	twine/6.2.0 CPython/3.13.11	2026-02-20T20:50:12.388496	boto3_stubs-1.42.54.tar.gz	246697	https://github.com/youtype/mypy_boto3_builder	notp
383	graphql-core	3.2.7	GraphQL implementation for Python, a port of GraphQL.js, the JavaScript reference implementation for GraphQL.	twine/6.1.0 CPython/3.13.7	2025-11-01T22:30:40.436961	graphql_core-3.2.7.tar.gz	8405693	https://github.com/graphql-python/graphql-core	notp
384	anthropic	0.83.0	The official Python library for the anthropic API	"uv/0.9.13 {""installer"":{""name"":""uv"",""version"":""0.9.13""},""python"":null,""implementation"":{""name"":null,""version"":null},""distro"":{""name"":""Ubuntu"",""version"":""24.04"",""id"":""noble"",""libc"":null},""system"":{""name"":null,""release"":null},""cpu"":null,""openssl_version"":null,""setuptools_version"":null,""rustc_version"":null,""ci"":true}"	2026-02-19T19:26:40.114402	anthropic-0.83.0-py3-none-any.whl	1666553	https://github.com/anthropics/anthropic-sdk-python	notp
